booking_id;booking_date;booking _channel;customer_id;stay_start_date;number_of_nights;per_night_rate;hotel_id
RES010848;2024/10/09;GDS;77;2024/10/16;2;261,29;109
RES010849;2024/09/13;At the hotel;233;2024/09/18;1;138,55;110
RES010850;2024/09/29;At the hotel;28;2024/10/05;2;72,35;101
RES010851;2024/04/25;Velora.com;273;2024/09/19;1;300,68;104
RES010852;2024/10/22;App;366;2024/10/22;2;139,41;104
RES010853;2024/09/13;At the hotel;268;2024/09/25;2;62,65;109
RES010854;2024/08/24;Phone;296;2024/09/05;1;240,56;102
RES010855;2024/09/12;GDS;201;2024/09/16;1;112,05;102
RES010856;2024/09/07;App;378;2024/09/08;4;113,63;104
RES010857;2024/10/06;At the hotel;51;2024/10/08;1;181,82;107
RES010858;2024/09/05;Phone;276;2024/09/22;2;138,37;107
RES010859;2024/10/06;App;334;2024/11/09;2;154,18;106
RES010860;2024/10/17;GDS;428;2024/10/29;4;146,28;102
RES010861;2024/09/24;Velora.com;250;2024/10/10;2;149,39;106
RES010862;2024/09/11;Phone;302;2024/09/15;2;163,99;101
RES010863;2024/09/23;Connected Wholesaler;348;2024/09/24;1;138,88;104
RES010864;2024/08/02;GDS;73;2024/09/10;3;173,49;104
RES010865;2024/10/27;App;274;2024/10/31;2;132,89;104
RES010866;2024/10/02;Velora.com;233;2024/10/02;2;118,07;103
RES010867;2024/08/29;Phone;290;2024/09/06;2;138,55;103
RES010868;2024/09/01;GDS;209;2024/10/16;3;173,13;102
RES010869;2024/09/18;Velora.com;263;2024/10/21;1;317,75;107
RES010870;2024/10/10;Connected Wholesaler;323;2024/10/13;2;92,36;102
RES010871;2024/09/26;Velora.com;372;2024/10/06;1;117,51;110
RES010872;2024/09/24;Velora.com;169;2024/10/15;2;150,6;105
RES010873;2024/09/16;App;69;2024/09/17;2;132,53;104
RES010874;2024/09/20;GDS;92;2024/10/01;2;201,31;103
RES010875;2024/09/27;Velora.com;285;2024/10/10;1;136,76;108
RES010876;2024/09/05;GDS;283;2024/10/07;2;102,2;102
RES010877;2024/09/08;GDS;257;2024/09/17;2;192,75;105
RES010878;2024/09/09;Phone;362;2024/09/12;1;168,58;108
RES010879;2024/09/25;Velora.com;171;2024/10/16;1;116,71;103
RES010880;2024/11/02;App;111;2024/11/03;2;108,43;104
RES010881;2024/08/21;Velora.com;135;2024/09/17;2;161,21;104
RES010882;2024/09/25;At the hotel;355;2024/10/09;1;72,29;104
RES010883;2024/10/03;GDS;101;2024/10/28;2;206,19;106
RES010884;2024/08/02;Velora.com;277;2024/09/09;3;133,33;109
RES010885;2024/10/04;At the hotel;389;2024/10/10;1;150,6;102
RES010886;2024/09/05;Phone;62;2024/09/09;2;184,5;109
RES010887;2024/10/24;At the hotel;17;2024/10/25;1;207,62;110
RES010888;2024/06/11;App;153;2024/10/07;1;262,48;105
RES010889;2024/10/15;Velora.com;14;2024/10/16;1;155,16;110
RES010890;2024/09/10;Velora.com;265;2024/10/30;2;112,04;108
RES010891;2024/09/08;GDS;162;2024/09/09;1;119,75;103
RES010892;2024/09/24;Velora.com;229;2024/09/29;1;117,88;110
RES010893;2024/10/05;GDS;325;2024/10/07;3;141,82;105
RES010894;2024/10/21;At the hotel;35;2024/10/22;2;183,2;109
RES010895;2024/10/09;Velora.com;26;2024/10/10;1;146,99;107
RES010896;2024/09/13;Velora.com;302;2024/10/15;2;189,01;110
RES010897;2024/08/27;App;20;2024/10/21;2;202,4;103
RES010898;2024/09/11;GDS;345;2024/09/17;1;167,94;103
RES010899;2024/10/10;App;377;2024/11/13;2;153,24;109
RES010900;2024/09/25;At the hotel;276;2024/10/21;1;72,29;103
RES010901;2024/10/13;App;162;2024/10/15;2;155,42;101
RES010902;2024/09/01;At the hotel;97;2024/09/04;2;70,54;105
RES010903;2024/09/11;At the hotel;12;2024/09/13;2;168,67;110
RES010904;2024/10/19;At the hotel;91;2024/11/22;1;78;102
RES010905;2024/08/08;Phone;492;2024/10/01;5;150,59;103
RES010906;2024/09/03;GDS;28;2024/09/08;1;121,98;105
RES010907;2024/08/31;GDS;143;2024/10/03;2;120,48;110
RES010908;2024/10/10;GDS;9;2024/10/13;1;129,4;106
RES010909;2023/10/11;At the hotel;473;2024/09/17;1;90,43;110
RES010910;2024/10/18;GDS;118;2024/10/22;1;158,79;104
RES010911;2024/09/23;Phone;288;2024/10/17;4;335,12;106
RES010912;2024/06/06;GDS;268;2024/09/23;1;163,63;110
RES010913;2024/09/26;Phone;363;2024/10/19;2;161,21;107
RES010914;2024/09/07;GDS;455;2024/09/20;3;131,13;108
RES010915;2024/08/30;GDS;241;2024/09/13;3;134,34;105
RES010916;2024/07/27;Phone;104;2024/09/09;2;180,12;110
RES010917;2024/09/02;Velora.com;376;2024/09/06;1;124,45;108
RES010918;2024/09/11;App;454;2024/11/01;1;163,88;110
RES010920;2024/09/23;At the hotel;264;2024/09/30;2;157,57;105
RES010921;2024/09/27;Velora.com;431;2024/10/13;2;145,94;109
RES010922;2024/09/08;At the hotel;34;2024/09/08;1;131,31;102
RES010923;2024/09/19;At the hotel;166;2024/11/01;1;201,18;108
RES010924;2024/10/22;At the hotel;85;2024/10/25;1;130,5;110
RES010925;2024/08/14;At the hotel;378;2024/09/23;2;151,79;102
RES010926;2024/10/02;Phone;59;2024/10/21;2;167,85;101
RES010927;2024/10/09;Phone;117;2024/10/14;2;176,58;108
RES010928;2024/09/26;GDS;353;2024/10/01;1;123,71;109
RES010929;2024/09/27;GDS;268;2024/10/02;1;185,03;101
RES010930;2024/08/26;App;226;2024/09/06;2;190,3;107
RES010931;2024/09/02;GDS;360;2024/10/09;1;82,6;110
RES010932;2024/09/23;GDS;466;2024/09/25;1;133,33;102
RES010933;2024/10/24;Velora.com;93;2024/10/25;1;203,66;105
RES010934;2024/09/27;App;105;2024/10/05;2;116,87;109
RES010935;2024/09/11;Velora.com;23;2024/10/07;1;126,17;101
RES010936;2024/09/07;At the hotel;400;2024/10/22;1;57,23;107
RES010937;2024/08/08;App;141;2024/09/06;2;178,72;104
RES010938;2024/02/25;Velora.com;200;2024/09/09;1;109,09;108
RES010939;2024/10/22;GDS;30;2024/10/22;2;122,89;101
RES010940;2024/09/11;Connected Wholesaler;246;2024/09/21;1;211,72;108
RES010941;2024/06/29;GDS;373;2024/10/08;3;210,56;106
RES010942;2024/10/18;At the hotel;130;2024/10/31;1;0;104
RES010943;2024/08/10;GDS;264;2024/10/10;2;162,31;104
RES010944;2024/08/20;Phone;160;2024/10/06;1;196,16;106
RES010945;2024/10/28;At the hotel;205;2024/10/31;1;156,61;110
RES010946;2024/09/24;Phone;475;2024/09/29;1;122,88;105
RES010947;2024/10/13;At the hotel;437;2024/10/14;1;128,74;104
RES010948;2024/08/13;Velora.com;407;2024/09/13;1;257,5;109
RES010949;2024/10/01;GDS;462;2024/10/23;1;207,27;101
RES010950;2024/08/28;Velora.com;125;2024/10/11;2;126,5;104
RES010951;2024/09/20;App;298;2024/09/27;1;158,77;103
RES010952;2024/09/09;Velora.com;72;2024/09/21;2;116,5;103
RES010953;2024/09/17;Connected Wholesaler;279;2024/10/04;5;100,6;110
RES010954;2024/09/10;Velora.com;243;2024/10/10;2;154,81;107
RES010955;2024/10/08;Connected Wholesaler;267;2024/10/21;1;110,24;110
RES010956;2024/07/28;Velora.com;426;2024/09/06;2;33,99;101
RES010957;2024/10/04;Phone;224;2024/10/10;1;154,63;107
RES010958;2024/09/08;App;264;2024/09/09;1;125,3;109
RES010959;2024/10/17;App;436;2024/10/17;1;133,33;107
RES010960;2024/09/07;At the hotel;338;2024/10/11;1;244,26;108
RES010961;2024/08/01;GDS;151;2024/09/28;1;133,13;110
RES010962;2024/10/09;Velora.com;407;2024/11/23;2;130,66;101
RES010963;2024/10/10;At the hotel;47;2024/10/14;2;33,73;108
RES010964;2024/09/21;Velora.com;458;2024/10/28;1;122,67;108
RES010965;2024/10/16;At the hotel;230;2024/10/19;2;62,7;106
RES010966;2024/08/11;GDS;38;2024/09/22;1;132,52;107
RES010967;2024/10/03;Velora.com;60;2024/10/04;1;126,66;110
RES010968;2024/09/17;App;176;2024/10/12;1;172,29;104
RES010969;2024/09/03;Phone;58;2024/09/06;2;163,63;110
RES010970;2024/09/26;Connected Wholesaler;20;2024/10/03;1;150,82;107
RES010971;2024/09/18;App;77;2024/10/15;1;211,42;109
RES010972;2024/08/21;GDS;223;2024/10/26;1;190,35;104
RES010973;2024/08/03;Velora.com;214;2024/11/01;2;240,64;105
RES010974;2024/10/03;At the hotel;134;2024/11/03;1;141,68;104
RES010975;2024/09/25;App;100;2024/09/27;1;138,57;106
RES010976;2024/09/12;At the hotel;476;2024/09/15;2;144,83;101
RES010977;2024/09/03;Velora.com;27;2024/09/10;1;289,15;108
RES010978;2024/09/15;App;46;2024/09/30;1;162,63;101
RES010979;2024/08/15;Phone;470;2024/09/04;2;177,09;109
RES010980;2024/09/08;At the hotel;372;2024/09/10;1;149,09;101
RES010981;2024/10/25;Phone;165;2024/10/30;2;195,15;106
RES010982;2024/06/13;App;390;2024/10/04;4;168,25;101
RES010983;2024/09/13;GDS;373;2024/09/19;2;141,42;109
RES010984;2024/10/12;At the hotel;467;2024/10/18;3;78;102
RES010985;2024/04/17;App;31;2024/10/30;2;142,5;110
RES010986;2024/08/31;App;166;2024/09/22;2;121,13;102
RES010987;2024/10/17;GDS;425;2024/10/29;1;156,75;108
RES010988;2024/09/18;Phone;207;2024/10/02;2;264,11;104
RES010989;2024/10/23;Connected Wholesaler;407;2024/11/02;2;99,5;107
RES010990;2024/10/17;GDS;478;2024/11/22;1;150,73;106
RES010991;2024/07/26;Connected Wholesaler;53;2024/09/07;2;255,57;107
RES010992;2024/10/26;Phone;471;2024/10/29;3;181,13;103
RES010993;2024/10/17;App;221;2024/10/26;2;228,44;101
RES010994;2024/09/23;Velora.com;324;2024/09/26;1;146,04;106
RES010995;2024/09/18;App;209;2024/10/13;2;164,26;101
RES010996;2024/09/28;At the hotel;279;2024/09/28;2;0;106
RES010997;2024/09/16;GDS;126;2024/09/29;2;133,94;106
RES010998;2024/09/22;Velora.com;404;2024/10/27;1;34,25;109
RES010999;2024/09/23;GDS;345;2024/09/26;1;112,65;108
RES011000;2024/09/24;Phone;315;2024/10/30;1;132,64;103
RES011001;2024/10/21;Velora.com;378;2024/10/31;2;176,31;109
RES011002;2024/09/23;Velora.com;410;2024/10/11;1;131,62;102
RES011003;2024/09/22;App;360;2024/10/05;1;150,05;101
RES011004;2024/08/24;Velora.com;320;2024/09/25;2;272,59;107
RES011005;2024/09/12;Phone;492;2024/09/26;3;159,17;105
RES011006;2024/08/07;Velora.com;349;2024/10/14;2;148,49;102
RES011007;2024/10/26;At the hotel;464;2024/10/27;1;114,8;107
RES011008;2024/08/02;Velora.com;120;2024/10/01;1;34,25;108
RES011009;2024/08/28;GDS;197;2024/10/08;2;204,99;106
RES011010;2024/10/08;At the hotel;30;2024/10/23;1;118,17;101
RES011011;2024/09/28;At the hotel;15;2024/10/29;2;193,94;102
RES011012;2024/09/07;Velora.com;139;2024/09/23;1;60,12;110
RES011013;2024/10/21;At the hotel;139;2024/10/24;2;33,73;108
RES011014;2024/09/29;At the hotel;153;2024/09/30;2;169,52;103
RES011015;2024/10/09;Velora.com;140;2024/10/25;2;168,23;109
RES011016;2024/10/22;At the hotel;273;2024/10/22;2;168,32;108
RES011017;2024/09/18;GDS;396;2024/10/25;1;168,67;101
RES011018;2024/09/20;Velora.com;61;2024/09/22;1;118,07;108
RES011019;2024/10/11;Velora.com;14;2024/10/22;1;145,45;107
RES011020;2024/08/05;Velora.com;167;2024/09/07;1;120,18;108
RES011021;2024/09/03;Velora.com;107;2024/10/26;1;150,59;102
RES011022;2024/09/04;Velora.com;378;2024/09/14;2;147,59;110
RES011023;2024/09/19;At the hotel;159;2024/09/23;1;144,58;102
RES011024;2024/10/01;Velora.com;88;2024/10/12;1;109,12;102
RES011025;2024/09/06;At the hotel;64;2024/09/08;2;168,81;105
RES011026;2024/09/07;GDS;375;2024/09/08;1;4,89;106
RES011027;2024/10/19;At the hotel;314;2024/11/01;1;183,11;109
RES011028;2024/08/24;App;382;2024/10/06;1;193,53;106
RES011029;2024/09/03;GDS;346;2024/09/16;3;192,75;101
RES011030;2024/09/11;Phone;246;2024/09/26;2;176,97;102
RES011031;2024/10/22;Velora.com;179;2024/10/25;1;137,46;106
RES011032;2024/07/05;At the hotel;121;2024/09/29;1;113,35;102
RES011033;2024/08/25;Phone;197;2024/09/11;1;163,85;109
RES011034;2024/09/10;At the hotel;404;2024/09/13;3;124,28;108
RES011035;2024/11/02;App;241;2024/11/02;1;120,41;109
RES011036;2024/10/22;Phone;181;2024/10/25;4;149,09;103
RES011037;2024/08/20;GDS;59;2024/09/24;1;132,53;103
RES011038;2024/09/30;App;108;2024/10/18;2;166,4;109
RES011039;2024/07/17;GDS;368;2024/09/08;2;135,89;101
RES011040;2024/10/13;App;273;2024/10/13;1;127,32;110
RES011041;2024/09/10;Connected Wholesaler;454;2024/10/13;1;134,04;103
RES011042;2024/07/10;Velora.com;226;2024/09/17;3;312,86;108
RES011043;2024/09/17;At the hotel;313;2024/10/18;1;77,37;106
RES011044;2024/09/19;App;179;2024/10/19;1;175,28;110
RES011045;2024/08/31;App;91;2024/10/21;2;156,86;107
RES011046;2024/09/25;App;150;2024/09/26;2;149,1;110
RES011047;2024/09/16;At the hotel;486;2024/09/19;4;132,53;103
RES011048;2024/10/04;Velora.com;247;2024/11/08;1;225,91;103
RES011049;2024/08/22;At the hotel;66;2024/09/26;2;218,07;102
RES011050;2024/09/19;At the hotel;483;2024/09/28;3;0;104
RES011051;2024/09/28;Velora.com;263;2024/09/28;2;120,28;104
RES011052;2024/08/10;GDS;471;2024/10/06;1;236,12;110
RES011053;2024/05/17;GDS;104;2024/10/26;2;195,78;103
RES011054;2024/10/17;At the hotel;81;2024/10/19;1;70,91;108
RES011055;2024/09/09;App;275;2024/09/21;1;138,57;110
RES011056;2024/10/17;At the hotel;286;2024/10/17;2;132,53;109
RES011057;2024/09/24;App;479;2024/10/05;1;243,04;106
RES011058;2024/09/13;Phone;440;2024/10/05;1;134,4;108
RES011059;2024/07/14;Velora.com;193;2024/11/02;3;35,78;105
RES011060;2024/04/24;At the hotel;212;2024/10/04;1;144,58;101
RES011061;2024/10/16;App;361;2024/10/19;1;148,55;103
RES011062;2024/10/03;App;220;2024/10/17;1;225,94;102
RES011063;2024/09/08;At the hotel;236;2024/10/09;1;145,45;107
RES011064;2024/07/22;Velora.com;238;2024/09/24;2;183,11;107
RES011065;2024/10/22;At the hotel;340;2024/10/22;1;84,85;102
RES011066;2024/10/02;At the hotel;159;2024/11/03;3;70,54;103
RES011067;2024/10/19;Velora.com;220;2024/10/19;2;188,55;109
RES011068;2024/10/10;At the hotel;347;2024/11/10;3;222,44;105
RES011069;2024/09/30;At the hotel;457;2024/10/04;2;181,82;106
RES011070;2024/08/29;Velora.com;140;2024/09/27;1;125,99;102
RES011071;2024/09/03;Phone;198;2024/09/15;2;143,97;109
RES011072;2024/09/28;GDS;369;2024/09/29;1;114,46;103
RES011073;2024/10/17;Velora.com;483;2024/10/23;1;275,27;102
RES011074;2024/09/29;App;281;2024/10/03;4;167,02;103
RES011075;2024/09/18;Velora.com;128;2024/09/18;1;203,47;106
RES011076;2024/09/09;GDS;135;2024/09/11;1;149,84;102
RES011077;2024/09/30;At the hotel;32;2024/10/02;1;33,94;105
RES011078;2024/08/27;GDS;370;2024/09/09;2;128,01;101
RES011079;2024/10/02;Velora.com;68;2024/10/07;2;147,71;109
RES011080;2024/09/27;Phone;348;2024/10/05;1;128,91;107
RES011081;2024/10/13;App;154;2024/10/13;2;144,7;109
RES011082;2024/10/01;Velora.com;70;2024/10/02;1;154,21;101
RES011083;2024/10/21;At the hotel;110;2024/10/23;2;190,36;110
RES011084;2024/09/20;Connected Wholesaler;95;2024/09/24;3;109,75;108
RES011085;2024/04/28;Velora.com;301;2024/10/01;3;124,27;107
RES011086;2024/08/23;Velora.com;187;2024/09/04;3;106,86;106
RES011087;2024/10/26;At the hotel;141;2024/11/26;1;149,4;110
RES011088;2024/08/20;Phone;120;2024/09/28;1;174,7;106
RES011089;2024/09/24;GDS;119;2024/09/25;1;187,77;105
RES011090;2024/10/10;Phone;492;2024/10/11;2;109,92;104
RES011091;2024/09/25;GDS;146;2024/10/13;1;182,6;102
RES011092;2024/10/11;App;172;2024/10/16;1;138,55;104
RES011093;2024/08/10;Velora.com;243;2024/09/12;1;247,43;110
RES011094;2024/10/19;Connected Wholesaler;391;2024/11/21;1;91,26;110
RES011095;2024/09/03;Velora.com;397;2024/09/17;1;217,04;106
RES011096;2024/10/12;GDS;373;2024/10/14;2;138,25;105
RES011097;2024/10/06;Velora.com;335;2024/10/15;4;112,65;101
RES011098;2024/09/08;Velora.com;283;2024/09/21;1;114,46;110
RES011099;2024/10/04;Velora.com;130;2024/10/04;1;127,63;108
RES011100;2024/10/18;At the hotel;314;2024/10/21;1;132,79;103
RES011101;2024/10/24;Connected Wholesaler;44;2024/10/25;1;122,56;107
RES011102;2024/07/23;GDS;39;2024/09/30;1;162,65;110
RES011103;2024/10/01;App;308;2024/10/03;2;156,61;105
RES011104;2024/07/15;Connected Wholesaler;477;2024/09/07;1;221,67;105
RES011105;2024/10/19;At the hotel;100;2024/11/21;2;70,48;109
RES011106;2024/10/13;GDS;464;2024/10/22;1;108,18;106
RES011107;2024/10/25;GDS;57;2024/10/29;1;139,39;102
RES011108;2024/08/28;GDS;493;2024/09/10;1;128,79;101
RES011109;2024/10/17;Velora.com;321;2024/10/17;2;167,55;108
RES011110;2024/07/22;App;450;2024/09/12;2;252,48;104
RES011111;2024/09/19;At the hotel;104;2024/10/29;1;0;102
RES011112;2024/08/22;GDS;144;2024/09/16;1;240,94;101
RES011113;2024/09/18;App;142;2024/10/22;1;230,73;105
RES011114;2024/09/18;GDS;418;2024/09/30;1;146,37;110
RES011115;2024/10/03;Velora.com;68;2024/11/03;1;141,68;108
RES011116;2024/09/21;GDS;457;2024/10/02;5;200,65;105
RES011117;2024/05/11;Velora.com;91;2024/09/04;1;264,67;103
RES011118;2024/10/24;GDS;361;2024/10/30;4;177,09;108
RES011119;2024/09/05;At the hotel;423;2024/09/06;2;149,4;101
RES011120;2024/10/04;At the hotel;197;2024/10/05;1;175,87;108
RES011121;2024/10/16;At the hotel;225;2024/11/17;4;125,3;102
RES011122;2024/09/20;Velora.com;184;2024/11/02;3;112,83;109
RES011123;2024/09/07;Phone;192;2024/09/09;1;33,78;107
RES011124;2024/10/15;Phone;165;2024/10/16;2;200,5;102
RES011125;2024/09/20;At the hotel;6;2024/10/14;1;156,62;103
RES011126;2024/09/05;GDS;208;2024/09/09;1;133,13;105
RES011127;2024/10/04;GDS;24;2024/10/09;2;158,73;103
RES011128;2024/04/23;Velora.com;427;2024/09/17;2;353,74;102
RES011129;2024/09/13;At the hotel;103;2024/09/14;3;78;108
RES011130;2024/10/15;Velora.com;317;2024/10/28;3;161,58;108
RES011131;2024/10/14;Velora.com;212;2024/10/26;1;177,04;108
RES011132;2024/08/26;Velora.com;481;2024/09/15;3;185,96;106
RES011133;2024/09/17;Phone;74;2024/10/18;4;114,8;105
RES011134;2024/08/31;Velora.com;168;2024/09/25;2;141,68;103
RES011135;2024/10/22;GDS;240;2024/10/29;3;135,42;110
RES011136;2024/09/19;GDS;323;2024/10/29;3;198,67;107
RES011137;2024/09/28;App;222;2024/10/04;1;115,66;105
RES011138;2024/09/30;GDS;498;2024/10/01;2;133,33;104
RES011139;2024/08/14;At the hotel;89;2024/09/18;2;218,07;105
RES011140;2024/08/11;Phone;322;2024/09/16;3;144,58;106
RES011141;2024/07/17;GDS;387;2024/09/30;5;350,89;108
RES011142;2024/08/22;Velora.com;218;2024/10/01;2;265,11;101
RES011143;2024/09/03;Phone;32;2024/09/11;2;150,6;109
RES011144;2024/10/18;At the hotel;103;2024/10/19;1;54,22;103
RES011145;2024/10/23;GDS;36;2024/10/29;1;107,53;109
RES011146;2024/08/23;Velora.com;58;2024/09/08;2;153,17;102
RES011147;2024/10/10;GDS;292;2024/10/11;3;117,77;107
RES011148;2024/09/23;App;381;2024/10/14;1;181,92;106
RES011149;2024/09/22;App;300;2024/09/30;2;118,09;110
RES011150;2024/09/21;GDS;128;2024/09/26;5;161,21;108
RES011151;2024/10/08;GDS;397;2024/10/15;2;187,99;110
RES011152;2024/08/31;Velora.com;499;2024/09/17;2;172,38;103
RES011153;2024/08/27;Velora.com;441;2024/10/02;1;170,81;110
RES011154;2024/10/31;App;171;2024/11/02;3;108,43;107
RES011155;2024/09/02;App;267;2024/09/07;3;156,75;106
RES011156;2024/09/20;GDS;137;2024/09/25;2;132,53;103
RES011157;2024/08/10;App;217;2024/09/18;1;171,37;102
RES011158;2024/09/14;At the hotel;247;2024/09/16;2;132,53;104
RES011159;2024/10/18;Velora.com;172;2024/10/30;2;164,47;110
RES011160;2024/09/27;Phone;182;2024/10/15;1;157,83;108
RES011161;2024/10/16;At the hotel;173;2024/10/17;3;218,18;106
RES011162;2024/10/14;Phone;95;2024/10/14;1;181,82;106
RES011163;2024/11/02;App;400;2024/11/02;1;156,55;107
RES011164;2024/09/16;At the hotel;457;2024/09/16;1;120,32;103
RES011165;2024/09/27;Velora.com;42;2024/10/07;1;215,44;108
RES011166;2024/08/09;App;376;2024/09/05;3;210,4;102
RES011167;2024/10/21;At the hotel;82;2024/11/23;1;166,26;103
RES011168;2024/06/16;Velora.com;88;2024/09/23;1;34,25;103
RES011169;2024/10/04;GDS;191;2024/10/10;2;102,41;109
RES011170;2024/09/20;Velora.com;296;2024/09/20;1;143,06;104
RES011171;2024/09/17;Connected Wholesaler;427;2024/09/21;3;113,63;102
RES011172;2024/10/21;At the hotel;272;2024/10/22;2;183,2;102
RES011173;2024/09/23;At the hotel;467;2024/09/24;1;166,26;110
RES011174;2024/10/20;Velora.com;136;2024/11/28;2;195,57;101
RES011175;2024/09/01;GDS;139;2024/10/10;2;133,33;105
RES011176;2024/08/25;Velora.com;339;2024/10/10;2;33,78;107
RES011177;2024/09/10;Velora.com;204;2024/09/11;1;148,71;109
RES011178;2024/10/18;GDS;248;2024/10/18;2;156,75;106
RES011179;2024/09/04;App;275;2024/10/07;1;162,65;108
RES011180;2024/10/06;Velora.com;30;2024/10/10;1;186,49;108
RES011181;2024/09/25;At the hotel;208;2024/10/26;1;145,78;108
RES011182;2024/09/21;Velora.com;484;2024/09/21;3;125,9;108
RES011183;2024/10/03;At the hotel;228;2024/10/05;1;0;106
RES011184;2024/09/20;At the hotel;57;2024/09/21;1;213,73;108
RES011185;2024/09/06;GDS;368;2024/09/24;1;192,37;107
RES011186;2024/08/27;GDS;289;2024/09/10;2;163,84;103
RES011187;2024/08/19;GDS;93;2024/09/09;2;132,53;101
RES011189;2024/10/04;Phone;26;2024/10/16;1;244,17;109
RES011190;2024/09/19;GDS;178;2024/11/02;2;138,03;103
RES011191;2024/05/28;App;291;2024/09/27;2;216,41;103
RES011192;2024/10/05;At the hotel;341;2024/11/10;2;132,64;109
RES011193;2024/10/02;At the hotel;484;2024/10/02;3;77,43;106
RES011194;2024/10/08;Phone;323;2024/10/15;1;148,12;106
RES011195;2024/09/18;GDS;406;2024/10/23;1;149,08;104
RES011196;2024/10/05;At the hotel;271;2024/11/12;2;168,67;110
RES011197;2024/10/17;At the hotel;385;2024/10/20;1;70,48;102
RES011198;2024/10/13;Velora.com;19;2024/10/13;1;206,35;108
RES011199;2024/08/04;GDS;317;2024/09/24;3;200,65;106
RES011200;2024/09/26;Velora.com;245;2024/10/02;2;188,66;102
RES011201;2024/09/06;GDS;397;2024/10/22;3;160,24;102
RES011202;2024/09/04;At the hotel;209;2024/09/08;2;48,85;103
RES011203;2024/10/18;GDS;162;2024/10/19;1;97,59;106
RES011204;2024/10/08;Velora.com;258;2024/10/11;4;237,85;110
RES011205;2024/09/20;Velora.com;108;2024/10/10;2;145,33;102
RES011206;2024/10/16;At the hotel;78;2024/11/18;1;192,37;106
RES011207;2024/10/23;Connected Wholesaler;431;2024/10/27;2;129,55;106
RES011208;2024/10/10;GDS;44;2024/10/16;1;116,79;107
RES011209;2024/09/22;Velora.com;427;2024/11/19;1;171,46;106
RES011210;2024/10/17;GDS;194;2024/10/29;1;138,55;102
RES011211;2024/05/10;At the hotel;170;2024/09/25;1;112,05;107
RES011212;2024/08/10;App;91;2024/09/21;3;179,42;101
RES011213;2024/10/04;Velora.com;173;2024/10/25;2;188,12;109
RES011214;2024/09/19;App;397;2024/09/20;1;130,3;110
RES011215;2024/09/05;GDS;201;2024/09/08;1;108,18;101
RES011216;2024/09/25;App;374;2024/10/01;1;162,63;110
RES011217;2024/09/08;GDS;46;2024/10/23;2;130,5;110
RES011218;2024/10/15;At the hotel;319;2024/10/15;2;242,58;103
RES011219;2024/09/16;Phone;409;2024/09/26;3;134,94;106
RES011220;2024/09/29;GDS;9;2024/10/03;1;208,45;103
RES011221;2024/08/18;Velora.com;79;2024/10/16;1;196,36;110
RES011222;2024/10/03;GDS;434;2024/10/09;2;117,89;103
RES011223;2024/10/05;App;24;2024/10/06;1;120,41;106
RES011225;2024/08/24;At the hotel;414;2024/09/07;2;0;106
RES011226;2024/09/10;App;146;2024/10/16;2;184,85;105
RES011227;2024/10/24;GDS;12;2024/10/29;1;186,86;106
RES011228;2024/10/04;Connected Wholesaler;247;2024/11/09;1;106,06;106
RES011229;2024/09/14;At the hotel;337;2024/09/20;1;121,21;101
RES011230;2024/09/20;GDS;108;2024/10/03;3;229,1;109
RES011231;2024/09/30;Phone;258;2024/10/03;1;153,6;107
RES011232;2024/10/27;At the hotel;88;2024/10/29;1;114,21;104
RES011233;2024/10/18;At the hotel;339;2024/10/29;1;224,88;105
RES011234;2024/09/15;GDS;235;2024/09/17;2;151,51;106
RES011235;2024/08/30;Connected Wholesaler;19;2024/09/08;2;90,46;107
RES011236;2024/08/29;Velora.com;400;2024/09/22;3;117,02;103
RES011237;2024/10/24;At the hotel;29;2024/10/25;4;170,98;102
RES011239;2024/10/21;At the hotel;354;2024/10/21;2;0;102
RES011240;2024/10/15;At the hotel;180;2024/10/16;3;62,64;109
RES011241;2024/09/28;Velora.com;405;2024/10/04;1;78,31;107
RES011242;2024/08/31;Velora.com;289;2024/09/13;1;34,25;101
RES011243;2024/09/30;Connected Wholesaler;427;2024/10/03;1;134,81;109
RES011244;2024/09/09;Velora.com;234;2024/11/05;1;169,46;108
RES011245;2024/10/23;Velora.com;490;2024/10/25;1;138,98;103
RES011246;2024/10/09;At the hotel;478;2024/10/11;4;177,11;101
RES011247;2024/08/29;App;165;2024/09/19;5;200,01;105
RES011248;2024/10/01;App;430;2024/10/03;1;171,01;108
RES011249;2024/09/28;Velora.com;178;2024/10/03;4;112,05;110
RES011250;2024/09/08;Velora.com;297;2024/09/09;1;182,77;102
RES011251;2024/04/06;At the hotel;13;2024/10/05;1;98,79;107
RES011252;2024/10/16;At the hotel;111;2024/10/17;1;0;108
RES011253;2024/10/06;GDS;386;2024/10/18;1;231,92;103
RES011254;2024/10/17;Velora.com;301;2024/10/24;2;114,76;107
RES011255;2024/09/23;App;321;2024/09/27;2;134,94;106
RES011256;2024/09/29;At the hotel;431;2024/09/29;1;126,61;103
RES011257;2024/10/11;Connected Wholesaler;357;2024/10/12;1;102,71;108
RES011258;2024/09/01;Velora.com;229;2024/09/25;1;34,25;108
RES011259;2024/08/21;GDS;149;2024/09/21;2;138,55;101
RES011260;2024/08/25;Velora.com;338;2024/09/13;2;190,34;106
RES011261;2024/09/08;GDS;60;2024/09/30;3;138,55;102
RES011262;2024/09/11;At the hotel;373;2024/09/12;2;150,6;106
